Site name: Gonari Schoolhouse meteorological monitoring station,,,,,,,,,,,,
Site description: on the roof of the schoolhouse at Gonari,,,,,,,,,,,,
Latitude: 22.504714N,,,,,,,,,,,,
Longitude: 89.435929E,,,,,,,,,,,,
"Start time: 26-Aug-2015, 0:00:00 local time (GMT +6)",,,,,,,,,,,,
"Stop time: 11-Sep-2015, 0:00:00 local time (GMT +6)",,,,,,,,,,,,
Sampling interval: 5 minutes,,,,,,,,,,,,
Notes: site measures atmospheric pressure only; used to convert water pressure to depth at the other locations. These data are part of a multi-year record.,,,,,,,,,,,,
,,,,,,,,,,,,
DATA,DATA,DATA,DATA,,,,,,,,,
Year,Month,Decimal day,Atmospheric pressure (kPa),Days,Dec,Dec,Hour,Mins,Date,Time,DateTime,Pressure (cm)
2015,8,26,100.06,26,0.00,0.00,0,0,8/26/2015,12:00 AM,8/26/15 00:00:00,1020.331832
2015,8,26.00347222,100.06,26,0.00,0.08,0,5,8/26/2015,12:05 AM,8/26/15 00:05:00,1020.331832
2015,8,26.00694444,100.06,26,0.01,0.17,0,10,8/26/2015,12:10 AM,8/26/15 00:10:00,1020.331832
2015,8,26.01041667,100.06,26,0.01,0.25,0,15,8/26/2015,12:15 AM,8/26/15 00:15:00,1020.331832
2015,8,26.01388889,100.06,26,0.01,0.33,0,20,8/26/2015,12:20 AM,8/26/15 00:20:00,1020.331832
2015,8,26.01736111,100.06,26,0.02,0.42,0,25,8/26/2015,12:25 AM,8/26/15 00:25:00,1020.331832
2015,8,26.02083333,100.06,26,0.02,0.50,0,30,8/26/2015,12:30 AM,8/26/15 00:30:00,1020.331832
2015,8,26.02430556,100.07,26,0.02,0.58,0,35,8/26/2015,12:35 AM,8/26/15 00:35:00,1020.433804
2015,8,26.02777778,100.07,26,0.03,0.67,0,40,8/26/2015,12:40 AM,8/26/15 00:40:00,1020.433804
2015,8,26.03125,100.08,26,0.03,0.75,0,45,8/26/2015,12:45 AM,8/26/15 00:45:00,1020.535776
2015,8,26.03472222,100.1,26,0.03,0.83,0,50,8/26/2015,12:50 AM,8/26/15 00:50:00,1020.73972
2015,8,26.03819444,100.11,26,0.04,0.92,0,55,8/26/2015,12:55 AM,8/26/15 00:55:00,1020.841692
2015,8,26.04166667,100.11,26,0.04,1.00,1,0,8/26/2015,1:00 AM,8/26/15 01:00:00,1020.841692
2015,8,26.04513889,100.12,26,0.05,1.08,1,5,8/26/2015,1:05 AM,8/26/15 01:05:00,1020.943664
2015,8,26.04861111,100.12,26,0.05,1.17,1,10,8/26/2015,1:10 AM,8/26/15 01:10:00,1020.943664
2015,8,26.05208333,100.13,26,0.05,1.25,1,15,8/26/2015,1:15 AM,8/26/15 01:15:00,1021.045636
2015,8,26.05555556,100.15,26,0.06,1.33,1,20,8/26/2015,1:20 AM,8/26/15 01:20:00,1021.24958
2015,8,26.05902778,100.16,26,0.06,1.42,1,25,8/26/2015,1:25 AM,8/26/15 01:25:00,1021.351552
2015,8,26.0625,100.15,26,0.06,1.50,1,30,8/26/2015,1:30 AM,8/26/15 01:30:00,1021.24958
2015,8,26.06597222,100.16,26,0.07,1.58,1,35,8/26/2015,1:35 AM,8/26/15 01:35:00,1021.351552
2015,8,26.06944444,100.18,26,0.07,1.67,1,40,8/26/2015,1:40 AM,8/26/15 01:40:00,1021.555496
2015,8,26.07291667,100.18,26,0.07,1.75,1,45,8/26/2015,1:45 AM,8/26/15 01:45:00,1021.555496
2015,8,26.07638889,100.19,26,0.08,1.83,1,50,8/26/2015,1:50 AM,8/26/15 01:50:00,1021.657468
2015,8,26.07986111,100.19,26,0.08,1.92,1,55,8/26/2015,1:55 AM,8/26/15 01:55:00,1021.657468
2015,8,26.08333333,100.19,26,0.08,2.00,1,60,8/26/2015,2:00 AM,8/26/15 02:00:00,1021.657468
2015,8,26.08680556,100.2,26,0.09,2.08,2,5,8/26/2015,2:05 AM,8/26/15 02:05:00,1021.75944
2015,8,26.09027778,100.19,26,0.09,2.17,2,10,8/26/2015,2:10 AM,8/26/15 02:10:00,1021.657468
2015,8,26.09375,100.19,26,0.09,2.25,2,15,8/26/2015,2:15 AM,8/26/15 02:15:00,1021.657468
2015,8,26.09722222,100.2,26,0.10,2.33,2,20,8/26/2015,2:20 AM,8/26/15 02:20:00,1021.75944
2015,8,26.10069444,100.2,26,0.10,2.42,2,25,8/26/2015,2:25 AM,8/26/15 02:25:00,1021.75944
2015,8,26.10416667,100.2,26,0.10,2.50,2,30,8/26/2015,2:30 AM,8/26/15 02:30:00,1021.75944
2015,8,26.10763889,100.21,26,0.11,2.58,2,35,8/26/2015,2:35 AM,8/26/15 02:35:00,1021.861412
2015,8,26.11111111,100.21,26,0.11,2.67,2,40,8/26/2015,2:40 AM,8/26/15 02:40:00,1021.861412
2015,8,26.11458333,100.21,26,0.11,2.75,2,45,8/26/2015,2:45 AM,8/26/15 02:45:00,1021.861412
2015,8,26.11805556,100.21,26,0.12,2.83,2,50,8/26/2015,2:50 AM,8/26/15 02:50:00,1021.861412
2015,8,26.12152778,100.2,26,0.12,2.92,2,55,8/26/2015,2:55 AM,8/26/15 02:55:00,1021.75944
2015,8,26.125,100.2,26,0.13,3.00,3,0,8/26/2015,3:00 AM,8/26/15 03:00:00,1021.75944
2015,8,26.12847222,100.21,26,0.13,3.08,3,5,8/26/2015,3:05 AM,8/26/15 03:05:00,1021.861412
2015,8,26.13194444,100.2,26,0.13,3.17,3,10,8/26/2015,3:10 AM,8/26/15 03:10:00,1021.75944
2015,8,26.13541667,100.2,26,0.14,3.25,3,15,8/26/2015,3:15 AM,8/26/15 03:15:00,1021.75944
2015,8,26.13888889,100.2,26,0.14,3.33,3,20,8/26/2015,3:20 AM,8/26/15 03:20:00,1021.75944
2015,8,26.14236111,100.19,26,0.14,3.42,3,25,8/26/2015,3:25 AM,8/26/15 03:25:00,1021.657468
2015,8,26.14583333,100.19,26,0.15,3.50,3,30,8/26/2015,3:30 AM,8/26/15 03:30:00,1021.657468
2015,8,26.14930556,100.19,26,0.15,3.58,3,35,8/26/2015,3:35 AM,8/26/15 03:35:00,1021.657468
2015,8,26.15277778,100.19,26,0.15,3.67,3,40,8/26/2015,3:40 AM,8/26/15 03:40:00,1021.657468
2015,8,26.15625,100.19,26,0.16,3.75,3,45,8/26/2015,3:45 AM,8/26/15 03:45:00,1021.657468
2015,8,26.15972222,100.19,26,0.16,3.83,3,50,8/26/2015,3:50 AM,8/26/15 03:50:00,1021.657468
2015,8,26.16319444,100.19,26,0.16,3.92,3,55,8/26/2015,3:55 AM,8/26/15 03:55:00,1021.657468
2015,8,26.16666667,100.19,26,0.17,4.00,4,0,8/26/2015,4:00 AM,8/26/15 04:00:00,1021.657468
2015,8,26.17013889,100.18,26,0.17,4.08,4,5,8/26/2015,4:05 AM,8/26/15 04:05:00,1021.555496
2015,8,26.17361111,100.17,26,0.17,4.17,4,10,8/26/2015,4:10 AM,8/26/15 04:10:00,1021.453524
2015,8,26.17708333,100.16,26,0.18,4.25,4,15,8/26/2015,4:15 AM,8/26/15 04:15:00,1021.351552
2015,8,26.18055556,100.16,26,0.18,4.33,4,20,8/26/2015,4:20 AM,8/26/15 04:20:00,1021.351552
2015,8,26.18402778,100.16,26,0.18,4.42,4,25,8/26/2015,4:25 AM,8/26/15 04:25:00,1021.351552
2015,8,26.1875,100.16,26,0.19,4.50,4,30,8/26/2015,4:30 AM,8/26/15 04:30:00,1021.351552
2015,8,26.19097222,100.15,26,0.19,4.58,4,35,8/26/2015,4:35 AM,8/26/15 04:35:00,1021.24958
2015,8,26.19444444,100.16,26,0.19,4.67,4,40,8/26/2015,4:40 AM,8/26/15 04:40:00,1021.351552
2015,8,26.19791667,100.15,26,0.20,4.75,4,45,8/26/2015,4:45 AM,8/26/15 04:45:00,1021.24958
2015,8,26.20138889,100.15,26,0.20,4.83,4,50,8/26/2015,4:50 AM,8/26/15 04:50:00,1021.24958
2015,8,26.20486111,100.15,26,0.20,4.92,4,55,8/26/2015,4:55 AM,8/26/15 04:55:00,1021.24958
2015,8,26.20833333,100.15,26,0.21,5.00,4,60,8/26/2015,5:00 AM,8/26/15 05:00:00,1021.24958
2015,8,26.21180556,100.15,26,0.21,5.08,5,5,8/26/2015,5:05 AM,8/26/15 05:05:00,1021.24958
2015,8,26.21527778,100.14,26,0.22,5.17,5,10,8/26/2015,5:10 AM,8/26/15 05:10:00,1021.147608
2015,8,26.21875,100.14,26,0.22,5.25,5,15,8/26/2015,5:15 AM,8/26/15 05:15:00,1021.147608
2015,8,26.22222222,100.14,26,0.22,5.33,5,20,8/26/2015,5:20 AM,8/26/15 05:20:00,1021.147608
2015,8,26.22569444,100.13,26,0.23,5.42,5,25,8/26/2015,5:25 AM,8/26/15 05:25:00,1021.045636
2015,8,26.22916667,100.13,26,0.23,5.50,5,30,8/26/2015,5:30 AM,8/26/15 05:30:00,1021.045636
2015,8,26.23263889,100.13,26,0.23,5.58,5,35,8/26/2015,5:35 AM,8/26/15 05:35:00,1021.045636
2015,8,26.23611111,100.12,26,0.24,5.67,5,40,8/26/2015,5:40 AM,8/26/15 05:40:00,1020.943664
2015,8,26.23958333,100.11,26,0.24,5.75,5,45,8/26/2015,5:45 AM,8/26/15 05:45:00,1020.841692
2015,8,26.24305556,100.1,26,0.24,5.83,5,50,8/26/2015,5:50 AM,8/26/15 05:50:00,1020.73972
2015,8,26.24652778,100.1,26,0.25,5.92,5,55,8/26/2015,5:55 AM,8/26/15 05:55:00,1020.73972
2015,8,26.25,100.09,26,0.25,6.00,6,0,8/26/2015,6:00 AM,8/26/15 06:00:00,1020.637748
2015,8,26.25347222,100.09,26,0.25,6.08,6,5,8/26/2015,6:05 AM,8/26/15 06:05:00,1020.637748
2015,8,26.25694444,100.08,26,0.26,6.17,6,10,8/26/2015,6:10 AM,8/26/15 06:10:00,1020.535776
2015,8,26.26041667,100.08,26,0.26,6.25,6,15,8/26/2015,6:15 AM,8/26/15 06:15:00,1020.535776
2015,8,26.26388889,100.07,26,0.26,6.33,6,20,8/26/2015,6:20 AM,8/26/15 06:20:00,1020.433804
2015,8,26.26736111,100.06,26,0.27,6.42,6,25,8/26/2015,6:25 AM,8/26/15 06:25:00,1020.331832
2015,8,26.27083333,100.05,26,0.27,6.50,6,30,8/26/2015,6:30 AM,8/26/15 06:30:00,1020.22986
2015,8,26.27430556,100.05,26,0.27,6.58,6,35,8/26/2015,6:35 AM,8/26/15 06:35:00,1020.22986
2015,8,26.27777778,100.04,26,0.28,6.67,6,40,8/26/2015,6:40 AM,8/26/15 06:40:00,1020.127888
2015,8,26.28125,100.01,26,0.28,6.75,6,45,8/26/2015,6:45 AM,8/26/15 06:45:00,1019.821972
2015,8,26.28472222,100.01,26,0.28,6.83,6,50,8/26/2015,6:50 AM,8/26/15 06:50:00,1019.821972
2015,8,26.28819444,100,26,0.29,6.92,6,55,8/26/2015,6:55 AM,8/26/15 06:55:00,1019.72
2015,8,26.29166667,100,26,0.29,7.00,7,0,8/26/2015,7:00 AM,8/26/15 07:00:00,1019.72
2015,8,26.29513889,99.99,26,0.30,7.08,7,5,8/26/2015,7:05 AM,8/26/15 07:05:00,1019.618028
2015,8,26.29861111,99.99,26,0.30,7.17,7,10,8/26/2015,7:10 AM,8/26/15 07:10:00,1019.618028
2015,8,26.30208333,99.97,26,0.30,7.25,7,15,8/26/2015,7:15 AM,8/26/15 07:15:00,1019.414084
2015,8,26.30555556,99.98,26,0.31,7.33,7,20,8/26/2015,7:20 AM,8/26/15 07:20:00,1019.516056
2015,8,26.30902778,99.97,26,0.31,7.42,7,25,8/26/2015,7:25 AM,8/26/15 07:25:00,1019.414084
2015,8,26.3125,99.97,26,0.31,7.50,7,30,8/26/2015,7:30 AM,8/26/15 07:30:00,1019.414084
2015,8,26.31597222,99.98,26,0.32,7.58,7,35,8/26/2015,7:35 AM,8/26/15 07:35:00,1019.516056
2015,8,26.31944444,99.97,26,0.32,7.67,7,40,8/26/2015,7:40 AM,8/26/15 07:40:00,1019.414084
2015,8,26.32291667,99.96,26,0.32,7.75,7,45,8/26/2015,7:45 AM,8/26/15 07:45:00,1019.312112
2015,8,26.32638889,99.95,26,0.33,7.83,7,50,8/26/2015,7:50 AM,8/26/15 07:50:00,1019.21014
2015,8,26.32986111,99.94,26,0.33,7.92,7,55,8/26/2015,7:55 AM,8/26/15 07:55:00,1019.108168
2015,8,26.33333333,99.93,26,0.33,8.00,7,60,8/26/2015,8:00 AM,8/26/15 08:00:00,1019.006196
2015,8,26.33680556,99.93,26,0.34,8.08,8,5,8/26/2015,8:05 AM,8/26/15 08:05:00,1019.006196
2015,8,26.34027778,99.93,26,0.34,8.17,8,10,8/26/2015,8:10 AM,8/26/15 08:10:00,1019.006196
2015,8,26.34375,99.91,26,0.34,8.25,8,15,8/26/2015,8:15 AM,8/26/15 08:15:00,1018.802252
2015,8,26.34722222,99.9,26,0.35,8.33,8,20,8/26/2015,8:20 AM,8/26/15 08:20:00,1018.70028
2015,8,26.35069444,99.86,26,0.35,8.42,8,25,8/26/2015,8:25 AM,8/26/15 08:25:00,1018.292392
2015,8,26.35416667,99.86,26,0.35,8.50,8,30,8/26/2015,8:30 AM,8/26/15 08:30:00,1018.292392
2015,8,26.35763889,99.9,26,0.36,8.58,8,35,8/26/2015,8:35 AM,8/26/15 08:35:00,1018.70028
2015,8,26.36111111,99.88,26,0.36,8.67,8,40,8/26/2015,8:40 AM,8/26/15 08:40:00,1018.496336
2015,8,26.36458333,99.89,26,0.36,8.75,8,45,8/26/2015,8:45 AM,8/26/15 08:45:00,1018.598308
2015,8,26.36805556,99.87,26,0.37,8.83,8,50,8/26/2015,8:50 AM,8/26/15 08:50:00,1018.394364
2015,8,26.37152778,99.85,26,0.37,8.92,8,55,8/26/2015,8:55 AM,8/26/15 08:55:00,1018.19042
2015,8,26.375,99.86,26,0.38,9.00,9,0,8/26/2015,9:00 AM,8/26/15 09:00:00,1018.292392
2015,8,26.37847222,99.86,26,0.38,9.08,9,5,8/26/2015,9:05 AM,8/26/15 09:05:00,1018.292392
2015,8,26.38194444,99.85,26,0.38,9.17,9,10,8/26/2015,9:10 AM,8/26/15 09:10:00,1018.19042
2015,8,26.38541667,99.86,26,0.39,9.25,9,15,8/26/2015,9:15 AM,8/26/15 09:15:00,1018.292392
2015,8,26.38888889,99.86,26,0.39,9.33,9,20,8/26/2015,9:20 AM,8/26/15 09:20:00,1018.292392
2015,8,26.39236111,99.86,26,0.39,9.42,9,25,8/26/2015,9:25 AM,8/26/15 09:25:00,1018.292392
2015,8,26.39583333,99.84,26,0.40,9.50,9,30,8/26/2015,9:30 AM,8/26/15 09:30:00,1018.088448
2015,8,26.39930556,99.84,26,0.40,9.58,9,35,8/26/2015,9:35 AM,8/26/15 09:35:00,1018.088448
2015,8,26.40277778,99.83,26,0.40,9.67,9,40,8/26/2015,9:40 AM,8/26/15 09:40:00,1017.986476
2015,8,26.40625,99.83,26,0.41,9.75,9,45,8/26/2015,9:45 AM,8/26/15 09:45:00,1017.986476
2015,8,26.40972222,99.82,26,0.41,9.83,9,50,8/26/2015,9:50 AM,8/26/15 09:50:00,1017.884504
2015,8,26.41319444,99.83,26,0.41,9.92,9,55,8/26/2015,9:55 AM,8/26/15 09:55:00,1017.986476
2015,8,26.41666667,99.82,26,0.42,10.00,10,0,8/26/2015,10:00 AM,8/26/15 10:00:00,1017.884504
2015,8,26.42013889,99.82,26,0.42,10.08,10,5,8/26/2015,10:05 AM,8/26/15 10:05:00,1017.884504
2015,8,26.42361111,99.83,26,0.42,10.17,10,10,8/26/2015,10:10 AM,8/26/15 10:10:00,1017.986476
2015,8,26.42708333,99.84,26,0.43,10.25,10,15,8/26/2015,10:15 AM,8/26/15 10:15:00,1018.088448
2015,8,26.43055556,99.82,26,0.43,10.33,10,20,8/26/2015,10:20 AM,8/26/15 10:20:00,1017.884504
2015,8,26.43402778,99.83,26,0.43,10.42,10,25,8/26/2015,10:25 AM,8/26/15 10:25:00,1017.986476
2015,8,26.4375,99.83,26,0.44,10.50,10,30,8/26/2015,10:30 AM,8/26/15 10:30:00,1017.986476
2015,8,26.44097222,99.83,26,0.44,10.58,10,35,8/26/2015,10:35 AM,8/26/15 10:35:00,1017.986476
2015,8,26.44444444,99.83,26,0.44,10.67,10,40,8/26/2015,10:40 AM,8/26/15 10:40:00,1017.986476
2015,8,26.44791667,99.82,26,0.45,10.75,10,45,8/26/2015,10:45 AM,8/26/15 10:45:00,1017.884504
2015,8,26.45138889,99.83,26,0.45,10.83,10,50,8/26/2015,10:50 AM,8/26/15 10:50:00,1017.986476
2015,8,26.45486111,99.83,26,0.45,10.92,10,55,8/26/2015,10:55 AM,8/26/15 10:55:00,1017.986476
2015,8,26.45833333,99.82,26,0.46,11.00,11,0,8/26/2015,11:00 AM,8/26/15 11:00:00,1017.884504
2015,8,26.46180556,99.81,26,0.46,11.08,11,5,8/26/2015,11:05 AM,8/26/15 11:05:00,1017.782532
2015,8,26.46527778,99.83,26,0.47,11.17,11,10,8/26/2015,11:10 AM,8/26/15 11:10:00,1017.986476
2015,8,26.46875,99.84,26,0.47,11.25,11,15,8/26/2015,11:15 AM,8/26/15 11:15:00,1018.088448
2015,8,26.47222222,99.85,26,0.47,11.33,11,20,8/26/2015,11:20 AM,8/26/15 11:20:00,1018.19042
2015,8,26.47569444,99.86,26,0.48,11.42,11,25,8/26/2015,11:25 AM,8/26/15 11:25:00,1018.292392
2015,8,26.47916667,99.87,26,0.48,11.50,11,30,8/26/2015,11:30 AM,8/26/15 11:30:00,1018.394364
2015,8,26.48263889,99.85,26,0.48,11.58,11,35,8/26/2015,11:35 AM,8/26/15 11:35:00,1018.19042
2015,8,26.48611111,99.86,26,0.49,11.67,11,40,8/26/2015,11:40 AM,8/26/15 11:40:00,1018.292392
2015,8,26.48958333,99.87,26,0.49,11.75,11,45,8/26/2015,11:45 AM,8/26/15 11:45:00,1018.394364
2015,8,26.49305556,99.87,26,0.49,11.83,11,50,8/26/2015,11:50 AM,8/26/15 11:50:00,1018.394364
2015,8,26.49652778,99.88,26,0.50,11.92,11,55,8/26/2015,11:55 AM,8/26/15 11:55:00,1018.496336
2015,8,26.5,99.89,26,0.50,12.00,12,0,8/26/2015,12:00 PM,8/26/15 12:00:00,1018.598308
2015,8,26.50347222,99.89,26,0.50,12.08,12,5,8/26/2015,12:05 PM,8/26/15 12:05:00,1018.598308
2015,8,26.50694444,99.9,26,0.51,12.17,12,10,8/26/2015,12:10 PM,8/26/15 12:10:00,1018.70028
2015,8,26.51041667,99.91,26,0.51,12.25,12,15,8/26/2015,12:15 PM,8/26/15 12:15:00,1018.802252
2015,8,26.51388889,99.92,26,0.51,12.33,12,20,8/26/2015,12:20 PM,8/26/15 12:20:00,1018.904224
2015,8,26.51736111,99.93,26,0.52,12.42,12,25,8/26/2015,12:25 PM,8/26/15 12:25:00,1019.006196
2015,8,26.52083333,99.92,26,0.52,12.50,12,30,8/26/2015,12:30 PM,8/26/15 12:30:00,1018.904224
2015,8,26.52430556,99.93,26,0.52,12.58,12,35,8/26/2015,12:35 PM,8/26/15 12:35:00,1019.006196
2015,8,26.52777778,99.94,26,0.53,12.67,12,40,8/26/2015,12:40 PM,8/26/15 12:40:00,1019.108168
2015,8,26.53125,99.94,26,0.53,12.75,12,45,8/26/2015,12:45 PM,8/26/15 12:45:00,1019.108168
2015,8,26.53472222,99.96,26,0.53,12.83,12,50,8/26/2015,12:50 PM,8/26/15 12:50:00,1019.312112
2015,8,26.53819444,99.96,26,0.54,12.92,12,55,8/26/2015,12:55 PM,8/26/15 12:55:00,1019.312112
2015,8,26.54166667,99.97,26,0.54,13.00,13,0,8/26/2015,1:00 PM,8/26/15 13:00:00,1019.414084
2015,8,26.54513889,99.97,26,0.55,13.08,13,5,8/26/2015,1:05 PM,8/26/15 13:05:00,1019.414084
2015,8,26.54861111,99.97,26,0.55,13.17,13,10,8/26/2015,1:10 PM,8/26/15 13:10:00,1019.414084
2015,8,26.55208333,99.99,26,0.55,13.25,13,15,8/26/2015,1:15 PM,8/26/15 13:15:00,1019.618028
2015,8,26.55555556,99.99,26,0.56,13.33,13,20,8/26/2015,1:20 PM,8/26/15 13:20:00,1019.618028
2015,8,26.55902778,100,26,0.56,13.42,13,25,8/26/2015,1:25 PM,8/26/15 13:25:00,1019.72
2015,8,26.5625,100.01,26,0.56,13.50,13,30,8/26/2015,1:30 PM,8/26/15 13:30:00,1019.821972
2015,8,26.56597222,100,26,0.57,13.58,13,35,8/26/2015,1:35 PM,8/26/15 13:35:00,1019.72
2015,8,26.56944444,100.01,26,0.57,13.67,13,40,8/26/2015,1:40 PM,8/26/15 13:40:00,1019.821972
2015,8,26.57291667,100,26,0.57,13.75,13,45,8/26/2015,1:45 PM,8/26/15 13:45:00,1019.72
2015,8,26.57638889,100.01,26,0.58,13.83,13,50,8/26/2015,1:50 PM,8/26/15 13:50:00,1019.821972
2015,8,26.57986111,100.03,26,0.58,13.92,13,55,8/26/2015,1:55 PM,8/26/15 13:55:00,1020.025916
2015,8,26.58333333,100.03,26,0.58,14.00,14,0,8/26/2015,2:00 PM,8/26/15 14:00:00,1020.025916
2015,8,26.58680556,100.03,26,0.59,14.08,14,5,8/26/2015,2:05 PM,8/26/15 14:05:00,1020.025916
2015,8,26.59027778,100.04,26,0.59,14.17,14,10,8/26/2015,2:10 PM,8/26/15 14:10:00,1020.127888
2015,8,26.59375,100.04,26,0.59,14.25,14,15,8/26/2015,2:15 PM,8/26/15 14:15:00,1020.127888
2015,8,26.59722222,100.06,26,0.60,14.33,14,20,8/26/2015,2:20 PM,8/26/15 14:20:00,1020.331832
2015,8,26.60069444,100.06,26,0.60,14.42,14,25,8/26/2015,2:25 PM,8/26/15 14:25:00,1020.331832
2015,8,26.60416667,100.06,26,0.60,14.50,14,30,8/26/2015,2:30 PM,8/26/15 14:30:00,1020.331832
2015,8,26.60763889,100.08,26,0.61,14.58,14,35,8/26/2015,2:35 PM,8/26/15 14:35:00,1020.535776
2015,8,26.61111111,100.08,26,0.61,14.67,14,40,8/26/2015,2:40 PM,8/26/15 14:40:00,1020.535776
2015,8,26.61458333,100.09,26,0.61,14.75,14,45,8/26/2015,2:45 PM,8/26/15 14:45:00,1020.637748
2015,8,26.61805556,100.1,26,0.62,14.83,14,50,8/26/2015,2:50 PM,8/26/15 14:50:00,1020.73972
2015,8,26.62152778,100.11,26,0.62,14.92,14,55,8/26/2015,2:55 PM,8/26/15 14:55:00,1020.841692
2015,8,26.625,100.13,26,0.63,15.00,15,0,8/26/2015,3:00 PM,8/26/15 15:00:00,1021.045636
2015,8,26.62847222,100.13,26,0.63,15.08,15,5,8/26/2015,3:05 PM,8/26/15 15:05:00,1021.045636
2015,8,26.63194444,100.13,26,0.63,15.17,15,10,8/26/2015,3:10 PM,8/26/15 15:10:00,1021.045636
2015,8,26.63541667,100.14,26,0.64,15.25,15,15,8/26/2015,3:15 PM,8/26/15 15:15:00,1021.147608
2015,8,26.63888889,100.16,26,0.64,15.33,15,20,8/26/2015,3:20 PM,8/26/15 15:20:00,1021.351552
2015,8,26.64236111,100.16,26,0.64,15.42,15,25,8/26/2015,3:25 PM,8/26/15 15:25:00,1021.351552
2015,8,26.64583333,100.17,26,0.65,15.50,15,0,8/26/2015,3:00 PM,8/26/15 15:00:00,1021.453524
2015,8,26.64930556,100.17,26,0.65,15.58,15,35,8/26/2015,3:35 PM,8/26/15 15:35:00,1021.453524
2015,8,26.65277778,100.18,26,0.65,15.67,15,40,8/26/2015,3:40 PM,8/26/15 15:40:00,1021.555496
2015,8,26.65625,100.18,26,0.66,15.75,15,45,8/26/2015,3:45 PM,8/26/15 15:45:00,1021.555496
2015,8,26.65972222,100.18,26,0.66,15.83,15,50,8/26/2015,3:50 PM,8/26/15 15:50:00,1021.555496
2015,8,26.66319444,100.18,26,0.66,15.92,15,55,8/26/2015,3:55 PM,8/26/15 15:55:00,1021.555496
2015,8,26.66666667,100.18,26,0.67,16.00,16,0,8/26/2015,4:00 PM,8/26/15 16:00:00,1021.555496
2015,8,26.67013889,100.18,26,0.67,16.08,16,5,8/26/2015,4:05 PM,8/26/15 16:05:00,1021.555496
2015,8,26.67361111,100.18,26,0.67,16.17,16,10,8/26/2015,4:10 PM,8/26/15 16:10:00,1021.555496
2015,8,26.67708333,100.19,26,0.68,16.25,16,15,8/26/2015,4:15 PM,8/26/15 16:15:00,1021.657468
2015,8,26.68055556,100.19,26,0.68,16.33,16,20,8/26/2015,4:20 PM,8/26/15 16:20:00,1021.657468
2015,8,26.68402778,100.19,26,0.68,16.42,16,25,8/26/2015,4:25 PM,8/26/15 16:25:00,1021.657468
2015,8,26.6875,100.19,26,0.69,16.50,16,30,8/26/2015,4:30 PM,8/26/15 16:30:00,1021.657468
2015,8,26.69097222,100.2,26,0.69,16.58,16,35,8/26/2015,4:35 PM,8/26/15 16:35:00,1021.75944
2015,8,26.69444444,100.19,26,0.69,16.67,16,40,8/26/2015,4:40 PM,8/26/15 16:40:00,1021.657468
2015,8,26.69791667,100.19,26,0.70,16.75,16,45,8/26/2015,4:45 PM,8/26/15 16:45:00,1021.657468
2015,8,26.70138889,100.19,26,0.70,16.83,16,50,8/26/2015,4:50 PM,8/26/15 16:50:00,1021.657468
2015,8,26.70486111,100.19,26,0.70,16.92,16,55,8/26/2015,4:55 PM,8/26/15 16:55:00,1021.657468
2015,8,26.70833333,100.18,26,0.71,17.00,17,0,8/26/2015,5:00 PM,8/26/15 17:00:00,1021.555496
2015,8,26.71180556,100.19,26,0.71,17.08,17,5,8/26/2015,5:05 PM,8/26/15 17:05:00,1021.657468
2015,8,26.71527778,100.2,26,0.72,17.17,17,10,8/26/2015,5:10 PM,8/26/15 17:10:00,1021.75944
2015,8,26.71875,100.2,26,0.72,17.25,17,15,8/26/2015,5:15 PM,8/26/15 17:15:00,1021.75944
2015,8,26.72222222,100.19,26,0.72,17.33,17,20,8/26/2015,5:20 PM,8/26/15 17:20:00,1021.657468
2015,8,26.72569444,100.18,26,0.73,17.42,17,25,8/26/2015,5:25 PM,8/26/15 17:25:00,1021.555496
2015,8,26.72916667,100.17,26,0.73,17.50,17,30,8/26/2015,5:30 PM,8/26/15 17:30:00,1021.453524
2015,8,26.73263889,100.17,26,0.73,17.58,17,35,8/26/2015,5:35 PM,8/26/15 17:35:00,1021.453524
2015,8,26.73611111,100.18,26,0.74,17.67,17,40,8/26/2015,5:40 PM,8/26/15 17:40:00,1021.555496
2015,8,26.73958333,100.18,26,0.74,17.75,17,45,8/26/2015,5:45 PM,8/26/15 17:45:00,1021.555496
2015,8,26.74305556,100.18,26,0.74,17.83,17,50,8/26/2015,5:50 PM,8/26/15 17:50:00,1021.555496
2015,8,26.74652778,100.18,26,0.75,17.92,17,55,8/26/2015,5:55 PM,8/26/15 17:55:00,1021.555496
2015,8,26.75,100.17,26,0.75,18.00,18,0,8/26/2015,6:00 PM,8/26/15 18:00:00,1021.453524
2015,8,26.75347222,100.16,26,0.75,18.08,18,5,8/26/2015,6:05 PM,8/26/15 18:05:00,1021.351552
2015,8,26.75694444,100.17,26,0.76,18.17,18,10,8/26/2015,6:10 PM,8/26/15 18:10:00,1021.453524
2015,8,26.76041667,100.17,26,0.76,18.25,18,15,8/26/2015,6:15 PM,8/26/15 18:15:00,1021.453524
2015,8,26.76388889,100.16,26,0.76,18.33,18,20,8/26/2015,6:20 PM,8/26/15 18:20:00,1021.351552
2015,8,26.76736111,100.15,26,0.77,18.42,18,25,8/26/2015,6:25 PM,8/26/15 18:25:00,1021.24958
2015,8,26.77083333,100.16,26,0.77,18.50,18,30,8/26/2015,6:30 PM,8/26/15 18:30:00,1021.351552
